Job Role,Job Title,Student Qualification,Student Skills,Job Description
Business Analyst,System Analyst,HND in IT,"SQL, JavaScript, Angular",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"Linux, SQL, Docker, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"HTML, Docker, AWS, C#, Kubernetes, Power BI",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"HTML, SQL, C#, AWS, Angular, Power BI",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,HND in IT,"Angular, Docker, Power BI, HTML, C#",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,Diploma in Software Engineering,"React, HTML, Docker, Kubernetes",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,Diploma in Software Engineering,"Excel, Docker, React, Linux, SQL",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,HND in IT,"Python, Power BI, Linux",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"Node.js, Linux, AWS, SQL",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,Diploma in Software Engineering,"HTML, Excel, SQL",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"Python, Linux, Power BI, AWS, Docker, Angular",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"HTML, Docker, CSS, Linux, JavaScript",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,HND in IT,"CSS, C#, JavaScript, Node.js, HTML, Java",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"Java, React, Docker, AWS",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Information Systems,"Excel, Angular, Node.js, Linux, Power BI, AWS",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Node.js, JavaScript, React",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Computer Science,"Linux, Node.js, Power BI",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"Excel, Docker, JavaScript, Java, Python",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Computer Science,"React, Node.js, CSS, Kubernetes",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"Python, Angular, React, Linux, Power BI, CSS",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,HND in IT,"Power BI, Linux, Node.js, AWS, Java",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"Java, HTML, Python, C#, React, AWS",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Linux, Docker, HTML, JavaScript, Power BI",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"HTML, Java, React, Docker, SQL",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"C#, Java, Linux, React, HTML",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Information Systems,"Power BI, Excel, Node.js, React, Kubernetes",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,Diploma in Software Engineering,"Docker, Python, Linux, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"React, Power BI, Angular, Docker, JavaScript, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Computer Science,"Java, CSS, React, SQL",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Angular, AWS, Power BI, HTML",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"Linux, React, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"HTML, Kubernetes, Docker, Linux, CSS",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Computer Science,"Excel, Kubernetes, Angular, Node.js, Power BI, Python",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BSc in Information Systems,"JavaScript, Docker, Excel, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Python, React, Docker, Angular",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"AWS, CSS, SQL, Linux, React",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,HND in IT,"SQL, JavaScript, Excel",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,HND in IT,"Excel, Java, C#",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"SQL, Docker, HTML, Node.js, Linux",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"C#, Power BI, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Docker, Java, SQL, Excel, React",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,HND in IT,"HTML, Angular, Kubernetes, JavaScript, CSS, Java",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,HND in IT,"Linux, AWS, Excel, Node.js, Java",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"React, HTML, Java, Power BI, Angular, SQL",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Information Systems,"Kubernetes, Angular, C#",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"React, C#, HTML, SQL, CSS",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Docker, C#, CSS",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,Diploma in Software Engineering,"Power BI, CSS, Node.js",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,Diploma in Software Engineering,"Kubernetes, Python, JavaScript, CSS, AWS",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BEng in Computer Engineering,"React, Python, Linux, SQL, Power BI, HTML",Bridges business needs with technical implementation and processes.
Business Analyst,System Analyst,BEng in Computer Engineering,"JavaScript, AWS, Linux, Kubernetes",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Information Systems,"Node.js, Java, Python, C#",Bridges business needs with technical implementation and processes.
Business Analyst,IT Business Analyst,BSc in Information Systems,"Kubernetes, JavaScript, Node.js, Excel, CSS, SQL",Bridges business needs with technical implementation and processes.
